Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
47	-896.06103515625	205.47081605425137	-622.27814	-1330.2935	200.0	-195.813921875	0.0009350309044147038	-195.81113	-195.81502	192000	30.72566032409668	20671.95703125	-0.4634666442871094	-204.3828125	1.602851152420044	0.004713047295808792	0.051750004291534424	79.0	337.1909773349762
48	-956.71357421875	247.02550475608788	-675.8902	-1659.0344	200.0	-197.8056875	0.0009989338477600835	-197.80334	-197.80678	196000	36.53233337402344	25165.21875	-0.27419281005859375	-297.220703125	1.5991438627243042	0.00438581220805645	0.02500000037252903	79.0	343.47214674949646
49	-951.68505859375	207.35540896007512	-745.70386	-1545.1154	200.0	-200.1750625	0.0010095112672078878	-200.17227	-200.17618	200000	34.90363693237305	23941.17578125	-0.4246177673339844	-283.3125	1.5929677486419678	0.00632104929536581	0.03125	79.0	350.04385781288147
50	-857.91337890625	189.42986004059657	-519.4341	-1179.6356	200.0	-202.556	0.0010224510245220647	-202.55322	-202.5573	204000	24.392324447631836	16693.51953125	-0.320281982421875	-106.75390625	1.5823241472244263	0.005409026052802801	0.03525000065565109	79.0	356.28064727783203
51	-835.8130859375	135.64353559974762	-619.4465	-1147.8739	200.0	-204.09446875	0.0010502722164854505	-204.09111	-204.09592	208000	21.52811050415039	13146.4833984375	-0.31615257263183594	-82.8818359375	1.5850586891174316	0.005317529663443565	0.045250002294778824	79.0	362.51729440689087
52	-901.07802734375	153.56530573342405	-622.90326	-1218.4331	200.0	-205.434875	0.0010910856842822896	-205.43172	-205.43614	212000	26.863296508789062	17156.20703125	-0.2913646697998047	-135.77734375	1.5892996788024902	0.005678131710737944	0.026500001549720764	79.0	368.7646985054016
53	-852.04580078125	182.39410455110658	-574.5965	-1381.717	200.0	-207.150828125	0.0012032265360983059	-207.14795	-207.1523	216000	21.172208786010742	17262.447265625	-0.2657623291015625	-50.685546875	1.5871490240097046	0.004526886157691479	0.0325000025331974	79.0	375.14164185523987
54	-862.90634765625	152.26521886169542	-622.4791	-1198.4236	200.0	-208.274140625	0.0013435994555316363	-208.27034	-208.27574	220000	22.591821670532227	15043.6005859375	-0.32048797607421875	-87.4111328125	1.5765161514282227	0.004584493115544319	0.03375000134110451	79.0	381.40276622772217
55	-814.969140625	131.89467270325972	-524.6636	-1026.8452	200.0	-209.7001875	0.00152852233794581	-209.69556	-209.70212	224000	15.439266204833984	12681.0263671875	-0.32570743560791016	-13.3955078125	1.567973017692566	0.00494049210101366	0.03225000202655792	79.0	387.684383392334
56	-867.202734375	208.9775107517553	-501.675	-1329.5503	200.0	-210.3325625	0.0018811416127025014	-210.32646	-210.33473	228000	21.014278411865234	15805.71484375	-0.3695545196533203	-56.9794921875	1.5685352087020874	0.004197788890451193	0.03850000351667404	79.0	394.05747175216675
57	-814.814306640625	172.49458324828638	-535.21674	-1205.5461	200.0	-211.508296875	0.003252843729130006	-211.4934	-211.51181	232000	15.656070709228516	14694.046875	-0.31947898864746094	-201.953125	1.5899722576141357	0.004895858000963926	0.036500003188848495	79.0	400.3401119709015
58	-802.61572265625	237.00768711162092	-499.20764	-1470.6448	200.0	-208.40253125	12.447926534166243	-100.186134	-212.1503	236000	15.809895515441895	16152.287109375	-0.3882894515991211	-1169.525390625	1.5864946842193604	0.005406646057963371	0.04725000262260437	79.0	406.60873079299927
59	-771.091064453125	129.75254091924364	-619.2506	-1100.7249	200.0	-187.52534375	20.338108472766095	-138.18323	-213.62662	240000	19.477691650390625	10434.912109375	-0.3246173858642578	-346.38671875	1.5920906066894531	0.005709904246032238	0.04675000160932541	79.0	413.17432165145874
60	-820.9650390625	154.1899042171698	-651.87683	-1284.6945	200.0	-197.813078125	19.043037605644745	-146.80836	-214.98003	244000	21.632568359375	12858.748046875	-0.305938720703125	-255.4638671875	1.5845974683761597	0.007918649353086948	0.036000002175569534	79.0	419.47934317588806
61	-787.56005859375	215.22873733542184	-480.0409	-1421.0132	200.0	-199.376625	19.819322957659274	-147.96153	-216.7291	248000	14.302864074707031	13674.3623046875	-0.32164764404296875	-1334.123046875	1.5864551067352295	0.006587681360542774	0.030250001698732376	79.0	425.78107738494873
62	-819.85361328125	204.65549558953944	-508.52753	-1312.0048	200.0	-177.978921875	39.05749447929296	-76.06243	-218.69186	252000	24.90964698791504	13534.826171875	-0.6513690948486328	-382.400390625	1.5787216424942017	0.009059007279574871	0.07825000584125519	79.0	432.0622088909149
63	-656.0775390625	103.02044320788957	-498.35904	-871.93335	200.0	-166.50203125	34.32345408026413	-114.07472	-221.07698	256000	11.1952543258667	6553.4755859375	-0.3162374496459961	-271.80859375	1.5933245420455933	0.006958548910915852	0.058750003576278687	79.0	438.4393265247345
64	-739.735546875	219.69192918721433	-487.1574	-1253.6182	200.0	-175.0740625	37.16512141780247	-104.944374	-221.80919	260000	16.03862953186035	11852.53125	-0.2775564193725586	-669.9228515625	1.5823851823806763	0.0044731576927006245	0.028750000521540642	79.0	444.6860897541046
65	-769.211865234375	218.5482927181084	-377.65878	-1264.2266	200.0	-173.10609375	41.223521804911336	-107.3177	-223.50446	264000	20.050508499145508	10119.734375	-0.3260669708251953	-398.1875	1.5684305429458618	0.007025986444205046	0.04775000363588333	79.0	451.05920815467834
66	-706.78369140625	245.44976573629074	-256.4863	-1226.3208	200.0	-184.59040625	33.279115072369336	-124.514084	-225.48521	268000	10.191514015197754	10755.7099609375	-0.5680818557739258	-790.9453125	1.575904130935669	0.00952721107751131	0.09575000405311584	79.0	457.30868768692017
67	-577.02734375	178.31411013994378	-252.88322	-1004.8918	200.0	-155.65809375	50.81350706259114	-53.06285	-227.16162	272000	1.395166039466858	5953.34521484375	-0.4911149740219116	-968.7412109375	1.5781757831573486	0.005799467675387859	0.07325000315904617	79.0	463.5873005390167
68	-476.284228515625	195.970007271521	-234.06761	-1055.9174	200.0	-122.1396953125	59.78129306062223	-49.354126	-227.93677	276000	-0.5215283036231995	4484.40087890625	-0.3681740164756775	-698.396728515625	1.563826084136963	0.006200501695275307	0.05450000241398811	79.0	469.85163927078247
69	-377.5719970703125	217.93032143325078	-127.50262	-921.4845	200.0	-88.2188828125	65.64191496292594	-22.806955	-228.41705	280000	-1.8972903490066528	3045.121826171875	-0.36568915843963623	-360.978515625	1.5520356893539429	0.004231299739331007	0.07725000381469727	79.0	476.26130962371826
70	-342.9847900390625	246.21935088453142	-1.8517394	-1224.4827	200.0	-70.395125	68.98039576575363	-16.469461	-228.66002	284000	-0.4066830575466156	3884.108642578125	-0.44679465889930725	-377.686279296875	1.5308406352996826	0.007743368856608868	0.09950000792741776	79.0	482.76931715011597
71	-326.809228515625	263.0192008200162	-3.4349518	-993.35535	200.0	-52.226765625	72.99603413884894	-3.8499362	-229.15787	288000	2.7343082427978516	2285.58056640625	-0.29686427116394043	-130.726318359375	1.5195491313934326	0.0038094522897154093	0.05225000157952309	79.0	489.0891480445862
72	-377.8487548828125	359.24599858592717	-3.0157864	-1101.282	200.0	-52.1970546875	80.3716119037064	0.8571832	-229.8614	292000	7.487182140350342	4869.85888671875	-0.24159669876098633	-148.953125	1.5136889219284058	0.005246507003903389	0.0377500019967556	79.0	495.4606487751007
73	-178.48369140625	143.12304583818778	-1.524556	-419.88007	200.0	-22.648796875	56.66639215619784	2.9154134	-231.26006	296000	-1.4732388257980347	190.6846160888672	-0.06260573863983154	-90.17073059082031	1.5182615518569946	0.00019334829994477332	0.012000000104308128	79.0	502.67748284339905
74	-252.646044921875	190.31917270732342	-1.9619673	-647.32263	200.0	-30.569265625	65.80181608436047	11.506432	-231.34526	300000	1.3973422050476074	637.32080078125	-0.10024964809417725	-44.255859375	1.5121487379074097	0.0029240006115287542	0.012500000186264515	79.0	508.9657070636749
75	-239.07041015625	260.33288785706657	-2.3326693	-1219.8657	200.0	-28.146357421875	62.25653580147228	4.4533796	-231.51376	304000	3.8565900325775146	2138.28857421875	-0.14587903022766113	-40.04345703125	1.496833324432373	0.004193639382719994	0.026000000536441803	79.0	515.6464760303497
